"KluczMag","IdOpakJedn","IdMagazynu","NrWersji","IdSesji"
"7492","9213","2","1","\N"
"7493","9214","2","1","\N"
"7494","9215","2","1","\N"
"7495","9216","2","1","\N"
"7496","9217","2","1","\N"
"7497","9218","2","1","\N"
"7498","9219","2","1","\N"
"7499","9220","2","1","\N"
"7500","9221","2","1","\N"
"7501","9222","2","1","\N"
"7502","9223","2","1","\N"
"7503","9224","2","1","\N"
"7504","9225","2","1","\N"
"7505","9226","2","1","\N"
"7506","9227","2","1","\N"
"7507","9228","2","1","\N"
"7508","9229","2","1","\N"
"7509","9230","2","1","\N"
"7510","9231","2","1","\N"
"7511","9232","2","1","\N"
"7512","9233","2","1","\N"
"7513","9234","2","1","\N"
"7514","9235","2","1","\N"
"7515","9236","2","1","\N"
"7516","9237","2","1","\N"
"7517","9238","2","1","\N"
"7518","9239","2","1","\N"
"7519","9240","2","1","\N"
"7520","9241","2","1","\N"
"7521","9242","2","1","\N"
"7522","9243","2","1","\N"
"7523","9244","2","1","\N"
"7524","9245","2","1","\N"
"7525","9246","2","1","\N"
"7526","9247","2","1","\N"
"7527","9248","2","1","\N"
"7528","9249","2","1","\N"
"7529","9250","2","1","\N"
"7530","9251","2","1","\N"
"7531","9252","2","1","\N"
"7532","9253","2","1","\N"
"7533","9300","2","1","\N"
"7534","9301","2","1","\N"
"10365","9895","2","1","\N"
"10366","9896","2","1","\N"
"10367","9897","2","1","\N"
"34165","25587","2","1","\N"
"10369","9900","2","1","\N"
"10370","9901","2","1","\N"
"10371","9902","2","1","\N"
"10372","9903","2","1","\N"
"10373","9904","2","1","\N"
"10374","9905","2","1","\N"
"10375","9906","2","1","\N"
"10376","9907","2","1","\N"
"10377","9908","2","1","\N"
"10378","9909","2","1","\N"
"10379","9910","2","1","\N"
"10380","9911","2","1","\N"
"10381","9912","2","1","\N"
"10382","9913","2","1","\N"
"10383","9914","2","1","\N"
"10384","9915","2","1","\N"
"10385","9916","2","1","\N"
"10386","9917","2","1","\N"
"10387","9918","2","1","\N"
"10388","9919","2","1","\N"
"10389","9920","2","1","\N"
"10390","9921","2","1","\N"
"10391","9923","2","1","\N"
"10392","9925","2","1","\N"
"10393","9926","2","1","\N"
"10394","9927","2","1","\N"
"10395","9928","2","1","\N"
"10396","9929","2","1","\N"
"10397","9930","2","1","\N"
"27377","22747","2","1","\N"
"10399","9932","2","1","\N"
"10400","9933","2","1","\N"
"10401","9934","2","1","\N"
"10402","9935","2","1","\N"
"10403","9936","2","1","\N"
"10404","9937","2","1","\N"
"10405","9938","2","1","\N"
"10406","9939","2","1","\N"
"10407","9940","2","1","\N"
"10408","9941","2","1","\N"
"10409","9942","2","1","\N"
"10410","9943","2","1","\N"
"10411","9944","2","1","\N"
"10412","9946","2","1","\N"
"10413","9947","2","1","\N"
"27378","22806","2","1","\N"
"10415","9949","2","1","\N"
"10416","9950","2","1","\N"
"10417","9951","2","1","\N"
"10418","9952","2","1","\N"
"10419","9953","2","1","\N"
"7745","9614","1","1","\N"
"27379","22807","2","1","\N"
"28886","23768","1","1","\N"
"27381","22809","2","1","\N"
"27382","22810","2","1","\N"
"28887","23769","1","1","\N"
"34166","25589","2","1","\N"
"18862","17679","1","1","\N"
"18863","17680","1","1","\N"
"18864","17681","1","1","\N"
"18865","17682","1","1","\N"
"18866","17683","1","1","\N"
"18867","17684","1","1","\N"
"18868","17685","1","1","\N"
"18869","17686","1","1","\N"
"18870","17687","1","1","\N"
"18871","17688","1","1","\N"
"18872","17689","1","1","\N"
"18873","17690","1","1","\N"
"18874","17691","1","1","\N"
"18875","17692","1","1","\N"
"18876","17693","1","1","\N"
"18877","17694","1","1","\N"
"18878","17695","1","1","\N"
"18879","17696","1","1","\N"
"18880","17697","1","1","\N"
"18881","17698","1","1","\N"
"18914","17731","1","1","\N"
"18915","17732","1","1","\N"
"18916","17733","1","1","\N"
"18917","17734","1","1","\N"
"7940","9809","1","1","\N"
"18918","17735","1","1","\N"
"18919","17736","1","1","\N"
"18920","17737","1","1","\N"
"18921","17738","1","1","\N"
"18922","17739","1","1","\N"
"7946","9815","1","1","\N"
"18923","17740","1","1","\N"
"18924","17741","1","1","\N"
"18925","17742","1","1","\N"
"18926","17743","1","1","\N"
"18927","17744","1","1","\N"
"18928","17745","1","1","\N"
"18929","17746","1","1","\N"
"18930","17747","1","1","\N"
"18931","17748","1","1","\N"
"18932","17749","1","1","\N"
"18933","17750","1","1","\N"
"18934","17751","1","1","\N"
"18935","17752","1","1","\N"
"18936","17753","1","1","\N"
"18882","17699","1","1","\N"
"18883","17700","1","1","\N"
"18884","17701","1","1","\N"
"18885","17702","1","1","\N"
"18886","17703","1","1","\N"
"18887","17704","1","1","\N"
"18888","17705","1","1","\N"
"18889","17706","1","1","\N"
"18890","17707","1","1","\N"
"18891","17708","1","1","\N"
"18892","17709","1","1","\N"
"18893","17710","1","1","\N"
"18894","17711","1","1","\N"
"18895","17712","1","1","\N"
"18896","17713","1","1","\N"
"18897","17714","1","1","\N"
"18898","17715","1","1","\N"
"18899","17716","1","1","\N"
"18900","17717","1","1","\N"
"18901","17718","1","1","\N"
"18937","17754","1","1","\N"
"18938","17755","1","1","\N"
"18939","17756","1","1","\N"
"18940","17757","1","1","\N"
"18941","17758","1","1","\N"
"18942","17759","1","1","\N"
"18943","17760","1","1","\N"
"18944","17761","1","1","\N"
"18945","17762","1","1","\N"
"18946","17763","1","1","\N"
"18947","17764","1","1","\N"
"18948","17765","1","1","\N"
"18949","17766","1","1","\N"
"18950","17767","1","1","\N"
"18951","17768","1","1","\N"
"18952","17769","1","1","\N"
"18953","17770","1","1","\N"
"18954","17771","1","1","\N"
"18955","17772","1","1","\N"
"18956","17773","1","1","\N"
"12590","3378","2","1","\N"
"12591","3380","2","1","\N"
"11693","11905","1","1","\N"
"11694","11906","1","1","\N"
"11695","11907","1","1","\N"
"11696","11908","1","1","\N"
"11697","11909","1","1","\N"
"11698","11910","1","1","\N"
"11699","11911","1","1","\N"
"11700","11912","1","1","\N"
"11701","11913","1","1","\N"
"11702","11914","1","1","\N"
"11703","11915","1","1","\N"
"11704","11916","1","1","\N"
"8021","9890","1","1","\N"
"11705","11917","1","1","\N"
"11706","11918","1","1","\N"
"11707","11919","1","1","\N"
"11708","11920","1","1","\N"
"11709","11921","1","1","\N"
"11710","11922","1","1","\N"
"11711","11923","1","1","\N"
"11712","11924","1","1","\N"
"11713","11925","1","1","\N"
"11714","11926","1","1","\N"
"11715","11927","1","1","\N"
"11716","11928","1","1","\N"
"11717","11929","1","1","\N"
"11718","11930","1","1","\N"
"11719","11931","1","1","\N"
"11720","11932","1","1","\N"
"11721","11933","1","1","\N"
"11722","11934","1","1","\N"
"11723","11935","1","1","\N"
"11724","11936","1","1","\N"
"11725","11937","1","1","\N"
"11726","11938","1","1","\N"
"11727","11939","1","1","\N"
"11728","11940","1","1","\N"
"11729","11941","1","1","\N"
"11730","11942","1","1","\N"
"11731","11943","1","1","\N"
"11732","11944","1","1","\N"
"11733","11945","1","1","\N"
"11734","11946","1","1","\N"
"11735","11947","1","1","\N"
"11736","11948","1","1","\N"
"11737","11949","1","1","\N"
"11738","11950","1","1","\N"
"11739","11951","1","1","\N"
"11740","11952","1","1","\N"
"11741","11953","1","1","\N"
"11742","11954","1","1","\N"
"11743","11955","1","1","\N"
"11744","11956","1","1","\N"
"11745","11957","1","1","\N"
"11746","11958","1","1","\N"
"11747","11959","1","1","\N"
"11748","11960","1","1","\N"
"11749","11961","1","1","\N"
"11750","11962","1","1","\N"
"11751","11963","1","1","\N"
"11752","11964","1","1","\N"
"11753","11965","1","1","\N"
"11754","11966","1","1","\N"
"11755","11967","1","1","\N"
"11756","11968","1","1","\N"
"11757","11969","1","1","\N"
"11758","11970","1","1","\N"
"11759","11971","1","1","\N"
"11760","11972","1","1","\N"
"11761","11973","1","1","\N"
"11762","11974","1","1","\N"
"11763","11975","1","1","\N"
"11764","11976","1","1","\N"
"11765","11977","1","1","\N"
"18957","17774","1","1","\N"
"18958","17775","1","1","\N"
"12027","12239","1","1","\N"
"12028","12240","1","1","\N"
"12029","12241","1","1","\N"
"8088","9957","1","1","\N"
"8089","9958","1","1","\N"
"8090","9959","1","1","\N"
"8091","9960","1","1","\N"
"8092","9961","1","1","\N"
"8093","9962","1","1","\N"
"8094","9963","1","1","\N"
"8095","9964","1","1","\N"
"8096","9965","1","1","\N"
"8097","9966","1","1","\N"
"8098","9967","1","1","\N"
"8099","9968","1","1","\N"
"8100","9969","1","1","\N"
"8101","9970","1","1","\N"
"8102","9971","1","1","\N"
"8103","9972","1","1","\N"
"8104","9973","1","1","\N"
"8105","9974","1","1","\N"
"8106","9975","1","1","\N"
"8107","9976","1","1","\N"
"8108","9977","1","1","\N"
"8109","9978","1","1","\N"
"8110","9979","1","1","\N"
"8111","9980","1","1","\N"
"8112","9981","1","1","\N"
"8113","9982","1","1","\N"
"8114","9983","1","1","\N"
"8115","9984","1","1","\N"
"8116","9985","1","1","\N"
"8117","9986","1","1","\N"
"8118","9987","1","1","\N"
"8119","9988","1","1","\N"
"8120","9989","1","1","\N"
"8121","9990","1","1","\N"
"8122","9991","1","1","\N"
"8123","9992","1","1","\N"
"8124","9993","1","1","\N"
"8125","9994","1","1","\N"
"8126","9995","1","1","\N"
"8127","9996","1","1","\N"
"8128","9997","1","1","\N"
"8129","9998","1","1","\N"
"8130","9999","1","1","\N"
"8131","10000","1","1","\N"
"8132","10001","1","1","\N"
"8133","10002","1","1","\N"
"8134","10003","1","1","\N"
"8135","10004","1","1","\N"
"8136","10005","1","1","\N"
"8137","10006","1","1","\N"
"8138","10007","1","1","\N"
"8139","10008","1","1","\N"
"8140","10009","1","1","\N"
"8141","10010","1","1","\N"
"8142","10011","1","1","\N"
"8143","10012","1","1","\N"
"8144","10013","1","1","\N"
"8145","10014","1","1","\N"
"8146","10015","1","1","\N"
"8147","10016","1","1","\N"
"8148","10017","1","1","\N"
"8149","10018","1","1","\N"
"8150","10019","1","1","\N"
"8151","10020","1","1","\N"
"8152","10021","1","1","\N"
"8153","10022","1","1","\N"
"8154","10023","1","1","\N"
"8155","10024","1","1","\N"
"8156","10025","1","1","\N"
"8157","10026","1","1","\N"
"8158","10027","1","1","\N"
"8159","10028","1","1","\N"
"8160","10029","1","1","\N"
"8161","10030","1","1","\N"
"8162","10031","1","1","\N"
"8163","10032","1","1","\N"
"8164","10033","1","1","\N"
"8165","10034","1","1","\N"
"8166","10035","1","1","\N"
"8167","10036","1","1","\N"
"8168","10037","1","1","\N"
"8169","10038","1","1","\N"
"8170","10039","1","1","\N"
"8171","10040","1","1","\N"
"8172","10041","1","1","\N"
"8173","10042","1","1","\N"
"8174","10043","1","1","\N"
"8175","10044","1","1","\N"
"8176","10045","1","1","\N"
"8177","10046","1","1","\N"
"8178","10047","1","1","\N"
"8179","10048","1","1","\N"
"8180","10049","1","1","\N"
"8181","10050","1","1","\N"
"8182","10051","1","1","\N"
"8183","10052","1","1","\N"
"8184","10053","1","1","\N"
"8185","10054","1","1","\N"
"8186","10055","1","1","\N"
"18383","12108","2","1","\N"
"18384","12109","2","1","\N"
"18902","17719","1","1","\N"
"18385","12112","2","1","\N"
"10420","9954","2","1","\N"
"10421","9955","2","1","\N"
"10422","9956","2","1","\N"
"10423","10097","2","1","\N"
"10424","10098","2","1","\N"
"10425","10099","2","1","\N"
"10426","10100","2","1","\N"
"10427","10101","2","1","\N"
"10428","10102","2","1","\N"
"10429","10103","2","1","\N"
"10430","10104","2","1","\N"
"10431","10105","2","1","\N"
"10432","10106","2","1","\N"
"10433","10107","2","1","\N"
"10434","10108","2","1","\N"
"10435","10109","2","1","\N"
"10436","10110","2","1","\N"
"10437","10111","2","1","\N"
"10438","10112","2","1","\N"
"10439","10113","2","1","\N"
"10440","10114","2","1","\N"
"10441","10115","2","1","\N"
"10442","10116","2","1","\N"
"27916","9617","2","1","\N"
"10444","10118","2","1","\N"
"27917","9618","2","1","\N"
"10446","10120","2","1","\N"
"10447","10121","2","1","\N"
"10448","10122","2","1","\N"
"10449","10123","2","1","\N"
"10450","10124","2","1","\N"
"10451","10125","2","1","\N"
"10452","10126","2","1","\N"
"10453","10127","2","1","\N"
"11333","2521","2","1","\N"
"28888","23770","1","1","\N"
"18903","17720","1","1","\N"
"18387","12114","2","1","\N"
"18388","12115","2","1","\N"
"18389","12116","2","1","\N"
"18390","12117","2","1","\N"
"32488","25973","1","1","\N"
"27918","9619","2","1","\N"
"18391","12119","2","1","\N"
"11343","8621","2","1","\N"
"11344","8632","2","1","\N"
"12183","12311","1","1","\N"
"12184","12312","1","1","\N"
"11347","10240","2","1","\N"
"11348","10272","2","1","\N"
"11349","10286","2","1","\N"
"11350","10291","2","1","\N"
"11351","10301","2","1","\N"
"26353","22366","1","1","\N"
"28142","23536","1","1","\N"
"12592","3381","2","1","\N"
"18392","12120","2","1","\N"
"18904","17721","1","1","\N"
"18393","12122","2","1","\N"
"18394","12124","2","1","\N"
"18395","12125","2","1","\N"
"18396","12126","2","1","\N"
"18397","12127","2","1","\N"
"20813","19558","1","1","\N"
"20814","19559","1","1","\N"
"18400","12131","2","1","\N"
"18401","12133","2","1","\N"
"18402","12135","2","1","\N"
"18403","12137","2","1","\N"
"28889","23771","1","1","\N"
"21627","10736","2","1","\N"
"18905","17722","1","1","\N"
"18406","12141","2","1","\N"
"18407","12142","2","1","\N"
"18906","17723","1","1","\N"
"18408","12143","2","1","\N"
"18409","12144","2","1","\N"
"18410","12145","2","1","\N"
"18411","12146","2","1","\N"
"18412","12148","2","1","\N"
"18413","12149","2","1","\N"
"18414","12150","2","1","\N"
"18415","12153","2","1","\N"
"18416","12154","2","1","\N"
"18417","12156","2","1","\N"
"18418","12157","2","1","\N"
"18419","12158","2","1","\N"
"18420","12159","2","1","\N"
"23304","20885","1","1","\N"
"33402","26306","1","1","\N"
"18423","12172","2","1","\N"
"28143","23537","1","1","\N"
"27919","9620","2","1","\N"
"21628","10745","2","1","\N"
"18427","12177","2","1","\N"
"33403","26307","1","1","\N"
"23305","20886","1","1","\N"
"19268","18033","1","1","\N"
"21629","16320","2","1","\N"
"18432","12185","2","1","\N"
"18433","12186","2","1","\N"
"34167","25591","2","1","\N"
"18435","12189","2","1","\N"
"32489","25974","1","1","\N"
"23306","20887","1","1","\N"
"34168","25604","2","1","\N"
"18439","12206","2","1","\N"
"18440","12216","2","1","\N"
"18441","12218","2","1","\N"
"18442","12220","2","1","\N"
"18443","12221","2","1","\N"
"18444","12227","2","1","\N"
"13573","12955","1","1","\N"
"13574","12956","1","1","\N"
"13575","12957","1","1","\N"
"13576","12958","1","1","\N"
"13577","12959","1","1","\N"
"13578","12960","1","1","\N"
"13579","12961","1","1","\N"
"13580","12962","1","1","\N"
"13581","12963","1","1","\N"
"13582","12964","1","1","\N"
"13583","12965","1","1","\N"
"12593","3382","2","1","\N"
"13584","12966","1","1","\N"
"13585","12967","1","1","\N"
"13586","12968","1","1","\N"
"13587","12969","1","1","\N"
"13588","12970","1","1","\N"
"13589","12971","1","1","\N"
"13590","12972","1","1","\N"
"13591","12973","1","1","\N"
"12594","3385","2","1","\N"
"13592","12974","1","1","\N"
"12595","3387","2","1","\N"
"8326","10195","1","1","\N"
"13593","12975","1","1","\N"
"8328","10196","1","1","\N"
"8329","10197","1","1","\N"
"8330","10198","1","1","\N"
"8331","10199","1","1","\N"
"8332","10200","1","1","\N"
"8333","10201","1","1","\N"
"8334","10202","1","1","\N"
"12596","3393","2","1","\N"
"13594","12976","1","1","\N"
"10000","9364","2","1","\N"
"8341","10203","1","1","\N"
"8335","2791","2","1","\N"
"12185","12313","1","1","\N"
"34169","25605","2","1","\N"
"30812","25131","1","1","\N"
"8342","10204","1","1","\N"
"8343","10205","1","1","\N"
"8344","10206","1","1","\N"
"8345","10207","1","1","\N"
"13595","12977","1","1","\N"
"13596","12978","1","1","\N"
"12597","3397","2","1","\N"
"13597","12979","1","1","\N"
"13598","12980","1","1","\N"
"12598","3399","2","1","\N"
"12599","3402","2","1","\N"
"12600","3405","2","1","\N"
"12601","3406","2","1","\N"
"12602","3407","2","1","\N"
"12603","3412","2","1","\N"
"21734","10730","2","1","\N"
"12604","3419","2","1","\N"
"13599","12981","1","1","\N"
"12605","3439","2","1","\N"
"13600","12982","1","1","\N"
"13601","12983","1","1","\N"
"13602","12984","1","1","\N"
"12606","3441","2","1","\N"
"13603","12985","1","1","\N"
"13604","12986","1","1","\N"
"12607","3445","2","1","\N"
"13605","12987","1","1","\N"
"13606","12988","1","1","\N"
"11878","12090","1","1","\N"
"12608","3480","2","1","\N"
"18622","17439","1","1","\N"
"18623","17440","1","1","\N"
"18445","12230","2","1","\N"
"18446","12231","2","1","\N"
"18624","17441","1","1","\N"
"18625","17442","1","1","\N"
"18626","17443","1","1","\N"
"18627","17444","1","1","\N"
"18628","17445","1","1","\N"
"18629","17446","1","1","\N"
"18447","12233","2","1","\N"
"18630","17447","1","1","\N"
"18448","12235","2","1","\N"
"18631","17448","1","1","\N"
"18449","12237","2","1","\N"
"18450","12238","2","1","\N"
"18632","17449","1","1","\N"
"18633","17450","1","1","\N"
"18451","12243","2","1","\N"
"18452","12265","2","1","\N"
"18634","17451","1","1","\N"
"18635","17452","1","1","\N"
"18636","17453","1","1","\N"
"18637","17454","1","1","\N"
"18638","17455","1","1","\N"
"18639","17456","1","1","\N"
"18640","17457","1","1","\N"
"18641","17458","1","1","\N"
"18642","17459","1","1","\N"
"18643","17460","1","1","\N"
"18644","17461","1","1","\N"
"18645","17462","1","1","\N"
"18646","17463","1","1","\N"
"18647","17464","1","1","\N"
"18648","17465","1","1","\N"
"18649","17466","1","1","\N"
"18650","17467","1","1","\N"
"18651","17468","1","1","\N"
"18652","17469","1","1","\N"
"18653","17470","1","1","\N"
"22652","9766","2","1","\N"
"18654","17471","1","1","\N"
"18655","17472","1","1","\N"
"18656","17473","1","1","\N"
"18657","17474","1","1","\N"
"18658","17475","1","1","\N"
"18659","17476","1","1","\N"
"18660","17477","1","1","\N"
"18661","17478","1","1","\N"
"18662","17479","1","1","\N"
"18663","17480","1","1","\N"
"18664","17481","1","1","\N"
"18665","17482","1","1","\N"
"18666","17483","1","1","\N"
"18667","17484","1","1","\N"
"18668","17485","1","1","\N"
"18669","17486","1","1","\N"
"18670","17487","1","1","\N"
"18671","17488","1","1","\N"
"22436","9636","2","1","\N"
"22437","9711","2","1","\N"
"18672","17489","1","1","\N"
"18673","17490","1","1","\N"
"22438","9716","2","1","\N"
"18674","17491","1","1","\N"
"18675","17492","1","1","\N"
"18676","17493","1","1","\N"
"18677","17494","1","1","\N"
"18678","17495","1","1","\N"
"18679","17496","1","1","\N"
"18680","17497","1","1","\N"
"18681","17498","1","1","\N"
"18682","17499","1","1","\N"
"18683","17500","1","1","\N"
"18684","17501","1","1","\N"
"18685","17502","1","1","\N"
"18686","17503","1","1","\N"
"22653","9768","2","1","\N"
"8450","10312","1","1","\N"
"8451","10313","1","1","\N"
"22439","9726","2","1","\N"
"22440","9730","2","1","\N"
"22441","10562","2","1","\N"
"34170","25606","2","1","\N"
"28144","23538","1","1","\N"
"22442","10725","2","1","\N"
"22443","10727","2","1","\N"
"28145","23539","1","1","\N"
"23307","20888","1","1","\N"
"23308","20889","1","1","\N"
"23309","20890","1","1","\N"
"22444","10737","2","1","\N"
"23310","20891","1","1","\N"
"22445","10738","2","1","\N"
"23311","20892","1","1","\N"
"23312","20893","1","1","\N"
"22446","10739","2","1","\N"
"23313","20894","1","1","\N"
"23314","20895","1","1","\N"
"22447","10742","2","1","\N"
"8472","10334","1","1","\N"
"30813","25132","1","1","\N"
"23315","20896","1","1","\N"
"23316","20897","1","1","\N"
"22449","16457","2","1","\N"
"23317","20898","1","1","\N"
"23318","20899","1","1","\N"
"22450","16470","2","1","\N"
"23319","20900","1","1","\N"
"24378","12168","2","1","\N"
"24379","12178","2","1","\N"
"34171","25607","2","1","\N"
"24381","12183","2","1","\N"
"24382","16508","2","1","\N"
"24383","16688","2","1","\N"
"24384","16694","2","1","\N"
"24385","16696","2","1","\N"
"24386","18030","2","1","\N"
"8490","10352","1","1","\N"
"18687","17504","1","1","\N"
"18688","17505","1","1","\N"
"18689","17506","1","1","\N"
"18690","17507","1","1","\N"
"18691","17508","1","1","\N"
"18692","17509","1","1","\N"
"18693","17510","1","1","\N"
"8491","2464","2","1","\N"
"8492","2622","2","1","\N"
"23320","20901","1","1","\N"
"12186","12314","1","1","\N"
"8495","3022","2","1","\N"
"22451","16471","2","1","\N"
"21735","10735","2","1","\N"
"30814","25133","1","1","\N"
"30815","25134","1","1","\N"
"8500","7302","2","1","\N"
"8501","7303","2","1","\N"
"8502","7304","2","1","\N"
"8503","7558","2","1","\N"
"8504","8750","2","1","\N"
"8505","8832","2","1","\N"
"8506","8834","2","1","\N"
"8507","8844","2","1","\N"
"8508","8860","2","1","\N"
"8509","8866","2","1","\N"
"8512","8726","2","1","\N"
"8513","8749","2","1","\N"
"8514","8794","2","1","\N"
"18694","17511","1","1","\N"
"10455","8194","2","1","\N"
"10456","9894","2","1","\N"
"10457","9899","2","1","\N"
"10458","9922","2","1","\N"
"10459","9924","2","1","\N"
"10460","9945","2","1","\N"
"10461","10214","2","1","\N"
"10462","10232","2","1","\N"
"34172","25615","2","1","\N"
"22990","18133","4","1","\N"
"34173","25617","2","1","\N"
"13607","12989","1","1","\N"
"10464","10264","2","1","\N"
"34174","25619","2","1","\N"
"34175","25620","2","1","\N"
"34176","25621","2","1","\N"
"18695","17512","1","1","\N"
"10467","10267","2","1","\N"
"10468","10268","2","1","\N"
"19978","18729","1","1","\N"
"34177","25622","2","1","\N"
"12187","12315","1","1","\N"
"34178","26223","2","1","\N"
"34179","26225","2","1","\N"
"10471","10271","2","1","\N"
"18696","17513","1","1","\N"
"34180","26226","2","1","\N"
"10473","10273","2","1","\N"
"10474","10274","2","1","\N"
"10475","10275","2","1","\N"
"34795","26920","1","1","\N"
"28146","23540","1","1","\N"
"10477","10277","2","1","\N"
"10478","10278","2","1","\N"
"27920","9621","2","1","\N"
"34796","26921","1","1","\N"
"10480","10280","2","1","\N"
"28890","23772","1","1","\N"
"34797","26922","1","1","\N"
"8568","10406","1","1","\N"
"8569","10407","1","1","\N"
"8570","10408","1","1","\N"
"34798","26923","1","1","\N"
"10484","10284","2","1","\N"
"10485","10285","2","1","\N"
"22452","16472","2","1","\N"
"10487","10287","2","1","\N"
"19967","16799","2","1","\N"
"19968","16800","2","1","\N"
"10488","10288","2","1","\N"
"18697","17514","1","1","\N"
"10490","10290","2","1","\N"
"18698","17515","1","1","\N"
"12188","12316","1","1","\N"
"10493","10293","2","1","\N"
"18699","17516","1","1","\N"
"10495","10295","2","1","\N"
"10496","10296","2","1","\N"
"10497","10297","2","1","\N"
"10498","10298","2","1","\N"
"10499","10299","2","1","\N"
"10500","10300","2","1","\N"
"18700","17517","1","1","\N"
"10502","10302","2","1","\N"
"33404","26308","1","1","\N"
"12189","12317","1","1","\N"
"10505","10305","2","1","\N"
"27921","9622","2","1","\N"
"10507","10307","2","1","\N"
"34799","26924","1","1","\N"
"10509","10309","2","1","\N"
"18701","17518","1","1","\N"
"19979","18730","1","1","\N"
"33405","26309","1","1","\N"
"10513","10538","2","1","\N"
"23321","20902","1","1","\N"
"22453","16498","2","1","\N"
"10516","10542","2","1","\N"
"10517","10543","2","1","\N"
"18702","17519","1","1","\N"
"10519","10545","2","1","\N"
"13608","12990","1","1","\N"
"27922","9623","2","1","\N"
"34800","26925","1","1","\N"
"27923","9624","2","1","\N"
"28891","23773","1","1","\N"
"10524","10550","2","1","\N"
"10525","10551","2","1","\N"
"34801","26926","1","1","\N"
"10527","10553","2","1","\N"
"18703","17520","1","1","\N"
"10529","10555","2","1","\N"
"33406","26310","1","1","\N"
"34802","26927","1","1","\N"
"10532","10578","2","1","\N"
"10533","10579","2","1","\N"
"10534","10580","2","1","\N"
"28892","23774","1","1","\N"
"10536","10582","2","1","\N"
"10537","10583","2","1","\N"
"10538","10584","2","1","\N"
"18704","17521","1","1","\N"
"23322","20903","1","1","\N"
"34803","26928","1","1","\N"
"10541","10592","2","1","\N"
"10542","10593","2","1","\N"
"22455","16537","2","1","\N"
"8636","10474","1","1","\N"
"8637","10475","1","1","\N"
"8638","10476","1","1","\N"
"8639","10477","1","1","\N"
"8640","10478","1","1","\N"
"8641","10479","1","1","\N"
"8642","10480","1","1","\N"
"8643","10481","1","1","\N"
"8644","10482","1","1","\N"
"8645","10483","1","1","\N"
"8646","10484","1","1","\N"
"8647","10485","1","1","\N"
"10544","10595","2","1","\N"
"10545","10596","2","1","\N"
"34804","26929","1","1","\N"
"34805","26930","1","1","\N"
"34806","26931","1","1","\N"
"34807","26932","1","1","\N"
"34808","26933","1","1","\N"
"34809","26934","1","1","\N"
"34810","26935","1","1","\N"
"34811","26936","1","1","\N"
"34812","26937","1","1","\N"
"34813","26938","1","1","\N"
"34814","26939","1","1","\N"
"34815","26940","1","1","\N"
"34816","26941","1","1","\N"
"34817","26942","1","1","\N"
"34818","26943","1","1","\N"
"34819","26944","1","1","\N"
"34820","26945","1","1","\N"
"34821","26946","1","1","\N"
"34822","26947","1","1","\N"
"34823","26948","1","1","\N"
"33407","26311","1","1","\N"
"34824","26949","1","1","\N"
"34825","26950","1","1","\N"
"18705","17522","1","1","\N"
"18706","17523","1","1","\N"
"18707","17524","1","1","\N"
"18708","17525","1","1","\N"
"18709","17526","1","1","\N"
"18710","17527","1","1","\N"
"18711","17528","1","1","\N"
"18712","17529","1","1","\N"
"22456","16538","2","1","\N"
"13609","12991","1","1","\N"
"11983","12195","1","1","\N"
"18713","17530","1","1","\N"
"18714","17531","1","1","\N"
"18715","17532","1","1","\N"
"18716","17533","1","1","\N"
"18717","17534","1","1","\N"
"18718","17535","1","1","\N"
"18719","17536","1","1","\N"
"18720","17537","1","1","\N"
"18721","17538","1","1","\N"
"18907","17724","1","1","\N"
"18908","17725","1","1","\N"
"18909","17726","1","1","\N"
"18910","17727","1","1","\N"
"18911","17728","1","1","\N"
"18959","17776","1","1","\N"
"18960","17777","1","1","\N"
"18961","17778","1","1","\N"
"18962","17779","1","1","\N"
"18963","17780","1","1","\N"
"12003","12215","1","1","\N"
"18964","17781","1","1","\N"
"18965","17782","1","1","\N"
"18966","17783","1","1","\N"
"18967","17784","1","1","\N"
"18968","17785","1","1","\N"
"18969","17786","1","1","\N"
"18970","17787","1","1","\N"
"18971","17788","1","1","\N"
"18972","17789","1","1","\N"
"18973","17790","1","1","\N"
"10993","11438","1","1","\N"
"10994","11439","1","1","\N"
"10995","11440","1","1","\N"
"10996","11441","1","1","\N"
"10997","11442","1","1","\N"
"22457","16539","2","1","\N"
"22458","16548","2","1","\N"
"8721","10559","1","1","\N"
"22459","16549","2","1","\N"
"22460","16550","2","1","\N"
"33408","26312","1","1","\N"
"22461","16551","2","1","\N"
"22462","16553","2","1","\N"
"22463","16558","2","1","\N"
"22464","16559","2","1","\N"
"22465","16560","2","1","\N"
"22466","16562","2","1","\N"
"22467","16566","2","1","\N"
"22468","16569","2","1","\N"
"22469","16570","2","1","\N"
"22470","16571","2","1","\N"
"22471","16572","2","1","\N"
"22472","16573","2","1","\N"
"22473","16575","2","1","\N"
"22474","16576","2","1","\N"
"10998","11443","1","1","\N"
"10999","11444","1","1","\N"
"11000","11445","1","1","\N"
"11001","11446","1","1","\N"
"11002","11447","1","1","\N"
"11003","11448","1","1","\N"
"11004","11449","1","1","\N"
"11005","11450","1","1","\N"
"11006","11451","1","1","\N"
"11007","11452","1","1","\N"
"22475","16587","2","1","\N"
"22476","16588","2","1","\N"
"22477","16589","2","1","\N"
"22478","16590","2","1","\N"
"22479","16593","2","1","\N"
