"Klucz","KluczOpakJedn","IdCechy","Wartosc","NrWersji","IdSesji"
"7433","10083","106","1416/03/2012","1","2713"
"7434","10082","107","RK  Warszawa ul. Postęp 25.10-06.11.2010","1","2713"
"7435","10082","106","1417/03/2012","1","2713"
"7436","10081","107","RK  Warszawa ul. Postęp 08.11-24.11.2010","1","2713"
"7437","10081","106","1418/03/2012","1","2713"
"7438","10080","107","RK  Warszawa ul. Postęp 25.11-13.12.2010","1","2713"
"7439","10080","106","1419/03/2012","1","2713"
"7440","10079","107","RK  Warszawa ul. Postęp 14.12-31.12.2010","1","2713"
"7441","10079","106","1420/03/2012","1","2713"
"7442","10078","107","RK  Warszawa ul. Postęp 07.04-31.05.2010","1","2713"
"7443","10078","106","1421/03/2012","1","2713"
"7444","10077","107","RK  Warszawa ul. Postęp 01.06-31.07.2010","1","2713"
"7445","10077","106","1422/03/2012","1","2713"
"7446","10076","107","RK  Warszawa ul. Profmed 02.08-30.09.2010","1","2713"
"7447","10076","106","1423/03/2012","1","2713"
"7448","10075","107","RK  Warszawa ul. Profmed 01.10-20.12.2010","1","2713"
"7449","10075","106","1424/03/2012","1","2713"
"7450","10074","107","RK  Warszawa ul. Profmed 21.12-31.12.2010","1","2713"
"7451","10074","106","1425/03/2012","1","2713"
"7452","10073","107","RK  Warszawa  ul. Posta 01.04-30.07.2010","1","2713"
"7453","10073","106","1426/03/2012","1","2713"
"7454","10072","107","RK  Warszawa  ul. Posta 02.08-30.11.2010","1","2713"
"7455","10072","106","1427/03/2012","1","2713"
"7456","10071","107","RK  Warszawa  ul. Posta 01.12-31.12.2010","1","2713"
"7457","10071","106","1428/03/2012","1","2713"
"7458","10070","107","RK  Warszawa  ul. Puławska 01.04-21.06.2010","1","2713"
"7459","10070","106","1429/03/2012","1","2713"
"7460","10069","107","RK  Warszawa  ul. Puławska 22.06-30.09.2010","1","2713"
"7461","10069","106","1430/03/2012","1","2713"
"7462","10068","107","RK  Warszawa  ul. Puławska 01.10-31.12.2010","1","2713"
"7463","10068","106","1431/03/2012","1","2713"
"7464","10067","107","RK  Warszawa  ul. Szpital X-XI","1","2713"
"7465","10067","106","1432/03/2012","1","2713"
"7466","10066","107","RK  Warszawa  ul. Szpital XII","1","2713"
"7467","10066","106","1433/03/2012","1","2713"
"7468","10065","107","RK  Warszawa  ul. Racławicka 06.01-19.01.2010","1","2713"
"7469","10065","106","1434/03/2012","1","2713"
"7470","10064","107","RK  Warszawa  ul. Racławicka 20.01-08.02.2010","1","2713"
"7471","10064","106","1435/03/2012","1","2713"
"7472","10063","107","RK  Warszawa  ul. Racławicka 09.02-28.02.2010","1","2713"
"7473","10063","106","1436/03/2012","1","2713"
"7474","10062","107","RK  Warszawa  ul. Racławicka 01.03-16.03.2010","1","2713"
"7475","10062","106","1437/03/2012","1","2713"
"7476","10061","107","RK  Warszawa  ul. Racławicka 17.03-31.03.2010","1","2713"
"7477","10061","106","1438/03/2012","1","2713"
"7478","10060","107","RK  Warszawa  ul. Racławicka 01.04-20.04.2010","1","2713"
"7479","10060","106","1439/03/2012","1","2713"
"7480","10059","107","RK  Warszawa  ul. Racławicka 21.04-09.05.2010","1","2713"
"7481","10059","106","1440/03/2012","1","2713"
"7482","10058","107","RK  Warszawa  ul. Racławicka 10.05-22.05.2010","1","2713"
"7483","10058","106","1441/03/2012","1","2713"
"7484","10128","107","RK Warszawa ul. Żwirki i Wigury 01.11-31.12.2010","1","2714"
"7485","10128","106","1442/03/2012","1","2714"
"7492","10132","107","RK Warszawa ul. Żwirki i Wigury 16.04-31.05.2010","1","2714"
"7493","10132","106","1446/03/2012","1","2714"
"7498","10135","107","RK Warszawa ul. Żwirki i Wigury 01.01-31.01.2010","1","2714"
"7499","10135","106","1449/03/2012","1","2714"
"7502","10137","107","RK Warszawa  ul. ZIM 01.04-31.07.2010","1","2714"
"7503","10137","106","1451/03/2012","1","2714"
"7506","10139","107","RK Warszawa  ul. Wrzeciono Kasprowicza 01.09.-31.12.2010","1","2714"
"7507","10139","106","1453/03/2012","1","2714"
"7509","10140","106","1454/03/2012","1","2714"
"7510","10141","107","RK Warszawa  ul. Wrzeciono Kasprowicza 01.02-31.05.2010","1","2714"
"7511","10141","106","1455/03/2012","1","2714"
"7512","10142","107","RK Warszawa  ul. Wrzeciono Kasprowicza 01-31.01.2010","1","2714"
"7513","10142","106","1456/03/2012","1","2714"
"7514","10143","107","RK Warszawa   ul. Wrocławska  01.05-31.08.2010","1","2714"
"7515","10143","106","1457/03/2012","1","2714"
"7617","10192","106","1506/03/2012","1","2714"
"7516","10144","107","RK Warszawa   ul. Wrocławska  01.01.-30.04.2010","1","2714"
"7517","10144","106","1458/03/2012","1","2714"
"7518","10145","107","RK Warszawa   ul. Wiatraczna  13.11-31.12.2010","1","2714"
"7519","10145","106","1459/03/2012","1","2714"
"7520","10146","107","RK Warszawa   ul. Wiatraczna 01.10-12.11.2010","1","2714"
"7521","10146","106","1460/03/2012","1","2714"
"7522","10147","107","RK Warszawa   ul. Wiatraczna 26.08-30.09.2010","1","2714"
"7523","10147","106","1461/03/2012","1","2714"
"7524","10148","107","RK Warszawa   ul. Wiatraczna 01.07-25.08.2010","1","2714"
"7525","10148","106","1462/03/2012","1","2714"
"7526","10149","107","RK Warszawa   ul. Wiatraczna 27.05-30.06.2010","1","2714"
"7527","10149","106","1463/03/2012","1","2714"
"7528","10150","107","RK Warszawa   ul. Wiatraczna 01.04-21.05.2010","1","2714"
"7529","10150","106","1464/03/2012","1","2714"
"7530","10151","107","RK Warszawa   ul. Wiatraczna 11.02-31.03.2010","1","2714"
"7531","10151","106","1465/03/2012","1","2714"
"7532","10152","107","RK Warszawa   ul. Wiatraczna 02.01-10.02.2010","1","2714"
"7533","10152","106","1466/03/2012","1","2714"
"7534","10153","107","RK Warszawa ul. Św Barbary 01.11-15.12.2010","1","2714"
"7535","10153","106","1467/03/2012","1","2714"
"7536","10154","107","RK Warszawa ul. Św Barbary 16.09-31.10.2010","1","2714"
"7537","10154","106","1468/03/2012","1","2714"
"7538","10155","107","RK Warszawa ul. Św Barbary 16.07-15.09.2010","1","2714"
"7539","10155","106","1469/03/2012","1","2714"
"7540","10156","107","RK Warszawa ul. Św Barbary 16.05-15.07.2010","1","2714"
"7541","10156","106","1470/03/2012","1","2714"
"7542","10157","107","RK Warszawa ul. Św Barbary 16.03-15.05.2010","1","2714"
"7543","10157","106","1471/03/2012","1","2714"
"7544","10158","107","RK Warszawa ul. Św Barbary 11.01-15.03.2010","1","2714"
"7545","10158","106","1472/03/2012","1","2714"
"7546","10159","107","RK Warszawa ul. Św Barbary 17.12.2009-08.01.2010","1","2714"
"7547","10159","106","1473/03/2012","1","2714"
"7548","10160","107","RK Warszawa ul. Szernera 26.11-16.12.2010","1","2714"
"7549","10160","106","1474/03/2012","1","2714"
"7550","10161","107","RK Warszawa ul. Szernera 10.11-25.11.2010","1","2714"
"7551","10161","106","1475/03/2012","1","2714"
"7552","10162","107","RK Warszawa ul. Szernera 21.10-09.11.2010","1","2714"
"7553","10162","106","1476/03/2012","1","2714"
"7554","10163","107","RK Warszawa ul. Szernera 01.10-20.10.2010","1","2714"
"7555","10163","106","1477/03/2012","1","2714"
"7556","10164","107","RK Warszawa ul. Szernera 15.09-30.09.2010","1","2714"
"7557","10164","106","1478/03/2012","1","2714"
"7558","10165","107","RK Warszawa ul. Szernera 01-14.09.2010","1","2714"
"7559","10165","106","1479/03/2012","1","2714"
"7560","10166","107","RK Warszawa ul. Szernera 12.08-31.08.2010","1","2714"
"7561","10166","106","1480/03/2012","1","2714"
"7562","10167","107","RK Warszawa ul. Szernera 22.07-11.08.2010","1","2714"
"7563","10167","106","1481/03/2012","1","2714"
"7564","10168","107","RK Warszawa ul. Szernera 01.07-21.07.2010","1","2714"
"7565","10168","106","1482/03/2012","1","2714"
"7566","10169","107","RK Warszawa ul. Szernera 16.06-30.06.2010","1","2714"
"7567","10169","106","1483/03/2012","1","2714"
"7568","10170","107","RK Warszawa ul. Szernera 28.05-15.06.2010","1","2714"
"7569","10170","106","1484/03/2012","1","2714"
"7570","10171","107","RK Warszawa ul. Szernera 10.05-27.05.2010","1","2714"
"7571","10171","106","1485/03/2012","1","2714"
"7572","10172","107","RK Warszawa ul. Szernera 21.04-08.05.2010","1","2714"
"7573","10172","106","1486/03/2012","1","2714"
"7574","10173","107","RK Warszawa ul. Szernera 08.04-20.04.2010","1","2714"
"7575","10173","106","1487/03/2012","1","2714"
"7576","10174","107","RK Warszawa ul. Szernera 22.03-07.04.2010","1","2714"
"7577","10174","106","1488/03/2012","1","2714"
"7578","10175","107","RK Warszawa ul. Szernera 01.03-20.03.2010","1","2714"
"7579","10175","106","1489/03/2012","1","2714"
"7580","10176","107","RK Warszawa ul. Szernera 05.02-27.02.2010","1","2714"
"7581","10176","106","1490/03/2012","1","2714"
"7582","10177","107","RK Warszawa ul. Szernera 16.01-04.02.2010","1","2714"
"7583","10177","106","1491/03/2012","1","2714"
"7584","10178","107","RK Warszawa ul. Szernera 02.01-15.01.2010","1","2714"
"7585","10178","106","1492/03/2012","1","2714"
"7586","10179","107","RK Warszawa  ul. Sonata 01.08-30.11.2010","1","2714"
"7587","10179","106","1493/03/2012","1","2714"
"7588","10180","107","RK Warszawa  ul. Sonata 01.05-31.07.2010","1","2714"
"7589","10180","106","1494/03/2012","1","2714"
"7590","10181","107","RK Warszawa  ul. Sonata 02.01-30.04.2010","1","2714"
"7591","10181","106","1495/03/2012","1","2714"
"7592","10182","107","RK Warszawa  ul. Racławicka 18.12-31.12.2010","1","2714"
"7593","10182","106","1496/03/2012","1","2714"
"7594","10183","107","RK Warszawa  ul. Racławicka 01.12-17.12.2010","1","2714"
"7595","10183","106","1497/03/2012","1","2714"
"7596","10184","107","RK Warszawa  ul. Racławicka 17.11-30.11.2010","1","2714"
"7597","10184","106","1498/03/2012","1","2714"
"7598","10185","107","RK Warszawa  ul. Racławicka 01.11-16.11.2010","1","2714"
"7599","10185","106","1499/03/2012","1","2714"
"7600","10186","107","RK Warszawa  ul. Racławicka 20.10-31.10.2010","1","2714"
"7601","10186","106","1500/03/2012","1","2714"
"7602","10187","107","RK Warszawa  ul. Racławicka 06.10-19.10.2010","1","2714"
"7603","10187","106","1501/03/2012","1","2714"
"7604","10188","107","RK Warszawa  ul. Racławicka 21.09-05.10.2010","1","2714"
"7605","10188","106","1502/03/2012","1","2714"
"7606","10189","107","RK Warszawa  ul. Racławicka 07.09-20.09.2010","1","2714"
"7607","10189","106","1503/03/2012","1","2714"
"7608","10190","107","RK Warszawa  ul. Racławicka 26.08-06.09.2010","1","2714"
"7609","10190","106","1504/03/2012","1","2714"
"7610","10191","107","RK Warszawa  ul. Racławicka 11.08-25.08.2010","1","2714"
"7611","10191","106","1505/03/2012","1","2714"
"7628","7452","127","A2766585","1","2722"
"7629","7452","128","A2766586","1","2722"
"8446","7222","105","A2766518","1","2730"
"8447","7222","103","","1","2730"
"7616","10192","107","RK Warszawa  ul. Racławicka 24.07-10.08.2010","1","2714"
"8448","7222","104","A2766517","1","2730"
"7618","10193","107","RK Warszawa  ul. Racławicka 08.07-23.07.2010","1","2714"
"7619","10193","106","1507/03/2012","1","2714"
"7620","10194","107","RK Warszawa  ul. Racławicka 20.06-07.07.2010","1","2714"
"7621","10194","106","1508/03/2012","1","2714"
"7622","10056","107","RK Warszawa  ul. Racławicka 08.06-19.06.2010","1","2714"
"7623","10056","106","1509/03/2012","1","2714"
"7624","10057","107","RK Warszawa  ul. Racławicka 23.05-07.06.2010","1","2714"
"7625","10057","106","1510/03/2012","1","2714"
"7626","9077","107","RK Warszawa Marriott 30.04-11.05.2010","1","2715"
"7627","9077","106","1342/03/2012","1","2715"
"13385","9786","107","RK Poznań ul Serbska V-XII 2012","1","2995"
"13386","9786","106","","1","2995"
"12284","2752","105","A2766766","1","2972"
"12285","2752","103","","1","2972"
"7642","3218","105","A2767530","1","2727"
"7643","3218","103","","1","2727"
"7644","3218","104","A2767529","1","2727"
"7645","8909","105","A2767528","1","2727"
"7646","8909","103","","1","2727"
"7647","8909","104","A2767527","1","2727"
"7648","8915","105","A2767270","1","2727"
"7649","8915","103","","1","2727"
"7650","8915","104","A2767269","1","2727"
"7651","8914","105","A2767272","1","2727"
"7652","8914","103","","1","2727"
"7653","8914","104","A2767271","1","2727"
"7654","8913","105","A2767274","1","2727"
"7655","8913","103","","1","2727"
"7656","8913","104","A2767273","1","2727"
"7657","8912","105","A2767276","1","2727"
"7658","8912","103","","1","2727"
"7659","8912","104","A2767275","1","2727"
"7660","8910","105","A2767278","1","2727"
"7661","8910","103","","1","2727"
"7662","8910","104","A2767277","1","2727"
"7663","8908","105","A2767282","1","2727"
"7664","8908","103","","1","2727"
"7665","8908","104","A2767281","1","2727"
"7666","8907","105","A2767284","1","2727"
"7667","8907","103","","1","2727"
"7668","8907","104","A2767283","1","2727"
"7669","8825","105","A2767458","1","2727"
"7670","8825","103","","1","2727"
"7671","8825","104","A2767457","1","2727"
"7672","8815","105","A2767462","1","2727"
"7673","8815","103","","1","2727"
"7674","8815","104","A2767461","1","2727"
"7675","8906","105","A2767286","1","2727"
"7676","8906","103","","1","2727"
"7677","8906","104","A2767285","1","2727"
"7678","8905","105","A2767288","1","2727"
"7679","8905","103","","1","2727"
"7680","8905","104","A2767287","1","2727"
"7681","8824","105","A2767456","1","2727"
"7682","8824","103","","1","2727"
"7683","8824","104","A2767455","1","2727"
"7684","8823","105","A2767454","1","2727"
"7685","8823","103","","1","2727"
"7686","8823","104","A2767453","1","2727"
"7687","8814","105","A2767460","1","2727"
"7688","8814","103","","1","2727"
"7689","8814","104","A2767459","1","2727"
"7690","8826","105","A2767474","1","2727"
"7691","8826","103","","1","2727"
"7692","8826","104","A2767473","1","2727"
"7693","8813","105","A2767472","1","2727"
"7694","8813","103","","1","2727"
"7695","8813","104","A2767471","1","2727"
"7696","8812","105","A2767468","1","2727"
"7697","8812","103","","1","2727"
"7698","8812","104","A2767467","1","2727"
"7699","8811","105","A2767466","1","2727"
"7700","8811","103","","1","2727"
"7701","8811","104","A2767465","1","2727"
"7702","8810","105","A2767478","1","2727"
"7703","8810","103","","1","2727"
"7704","8810","104","A2767477","1","2727"
"7705","8809","105","A2767476","1","2727"
"7706","8809","103","","1","2727"
"7707","8809","104","A2767475","1","2727"
"7708","8808","105","A2767470","1","2727"
"7709","8808","103","","1","2727"
"7710","8808","104","A2767469","1","2727"
"7711","8821","105","A2767450","1","2727"
"7712","8821","103","","1","2727"
"7713","8821","104","A2767449","1","2727"
"7714","8820","105","A2767448","1","2727"
"7715","8820","103","","1","2727"
"7716","8820","104","A2767447","1","2727"
"7717","8819","105","A2767446","1","2727"
"7718","8819","103","","1","2727"
"7719","8819","104","A2767445","1","2727"
"7720","8818","105","A2767444","1","2727"
"7721","8818","103","","1","2727"
"7722","8818","104","A2767443","1","2727"
"7723","8817","105","A2767442","1","2727"
"7724","8817","103","","1","2727"
"7725","8817","104","A2767441","1","2727"
"7726","8816","105","A2767464","1","2727"
"7727","8816","103","","1","2727"
"7728","8816","104","A2767463","1","2727"
"7729","3154","105","A2766526","1","2727"
"7730","3154","103","","1","2727"
"7731","3154","104","A2766525","1","2727"
"7732","3155","105","A2766528","1","2727"
"7733","3155","103","","1","2727"
"7734","3155","104","A2766527","1","2727"
"7735","3156","105","A2766530","1","2727"
"7736","3156","103","","1","2727"
"7737","3156","104","A2766529","1","2727"
"7738","3157","105","A2766532","1","2727"
"7739","3157","103","","1","2727"
"7740","3157","104","A2766531","1","2727"
"7741","3158","105","A2766534","1","2727"
"7742","3158","103","","1","2727"
"7743","3158","104","A2766533","1","2727"
"7744","3159","105","A2766536","1","2727"
"7745","3159","103","","1","2727"
"7746","3159","104","A2766535","1","2727"
"7747","3180","105","A2766578","1","2727"
"7748","3180","103","","1","2727"
"7749","3180","104","A2766577","1","2727"
"7750","3181","105","A2766580","1","2727"
"7751","3181","103","","1","2727"
"7752","3181","104","A2766579","1","2727"
"7753","8902","105","A2767294","1","2727"
"7754","8902","103","","1","2727"
"7755","8902","104","A2767293","1","2727"
"7756","3160","105","A2766538","1","2727"
"7757","3160","103","","1","2727"
"7758","3160","104","A2766537","1","2727"
"7759","3161","105","A2766540","1","2727"
"7760","3161","103","","1","2727"
"7761","3161","104","A2766539","1","2727"
"7762","3162","105","A2766542","1","2727"
"7763","3162","103","","1","2727"
"7764","3162","104","A2766541","1","2727"
"7765","3163","105","A2766544","1","2727"
"7766","3163","103","","1","2727"
"7767","3163","104","A2766543","1","2727"
"7768","3164","105","A2766546","1","2727"
"7769","3164","103","","1","2727"
"7770","3164","104","A2766545","1","2727"
"7771","3165","105","A2766548","1","2727"
"7772","3165","103","","1","2727"
"7773","3165","104","A2766547","1","2727"
"7774","3166","105","A2766550","1","2727"
"7775","3166","103","","1","2727"
"7776","3166","104","A2766549","1","2727"
"7777","3167","105","A2766552","1","2727"
"7778","3167","103","","1","2727"
"7779","3167","104","A2766551","1","2727"
"7780","3168","105","A2766554","1","2727"
"7781","3168","103","","1","2727"
"7782","3168","104","A2766553","1","2727"
"7783","3169","105","A2766556","1","2727"
"7784","3169","103","","1","2727"
"7785","3169","104","A2766555","1","2727"
"7786","3170","105","A2766558","1","2727"
"7787","3170","103","","1","2727"
"7788","3170","104","A2766557","1","2727"
"7789","3171","105","A2766560","1","2727"
"7790","3171","103","","1","2727"
"7791","3171","104","A2766559","1","2727"
"7792","3177","105","A2766572","1","2727"
"7793","3177","103","","1","2727"
"7794","3177","104","A2766571","1","2727"
"7795","3176","105","A2766570","1","2727"
"7796","3176","103","","1","2727"
"7797","3176","104","A2766569","1","2727"
"7798","3175","105","A2766568","1","2727"
"7799","3175","103","","1","2727"
"7800","3175","104","A2766567","1","2727"
"7801","3174","105","A2766566","1","2727"
"7802","3174","103","","1","2727"
"7803","3174","104","A2766565","1","2727"
"7804","3173","105","A2766564","1","2727"
"7805","3173","103","","1","2727"
"7806","3173","104","A2766563","1","2727"
"7807","3172","105","A2766562","1","2727"
"7808","3172","103","","1","2727"
"7809","3172","104","A2766561","1","2727"
"7810","8828","105","A2767438","1","2727"
"7811","8828","103","","1","2727"
"7812","8828","104","A2767437","1","2727"
"7813","8901","105","A2767296","1","2727"
"7814","8901","103","","1","2727"
"7815","8901","104","A2767295","1","2727"
"7816","8830","105","A2767434","1","2727"
"7817","8830","103","","1","2727"
"7818","8830","104","A2767433","1","2727"
"7819","3243","105","A2767252","1","2727"
"7820","3243","103","","1","2727"
"7821","3243","104","A2767251","1","2727"
"7822","3242","105","A2767250","1","2727"
"7823","3242","103","","1","2727"
"7824","3242","104","A2767249","1","2727"
"7825","3240","105","A2767246","1","2727"
"7826","3240","103","","1","2727"
"7827","3240","104","A2767245","1","2727"
"7828","3241","105","A2767248","1","2727"
"7829","3241","103","","1","2727"
"7830","3241","104","A2767247","1","2727"
"7831","3219","105","A2767206","1","2727"
"7832","3219","103","","1","2727"
"7833","3219","104","A2767205","1","2727"
"7834","3239","105","A2767244","1","2727"
"7835","3239","103","","1","2727"
"7836","3239","104","A2767243","1","2727"
"7837","3217","105","A2767202","1","2727"
"7838","3217","103","","1","2727"
"7839","3217","104","A2767201","1","2727"
"7840","3215","105","A2767198","1","2727"
"7841","3215","103","","1","2727"
"7842","3215","104","A2767197","1","2727"
"7843","8904","105","A2767290","1","2727"
"7844","8904","103","","1","2727"
"7845","8904","104","A2767289","1","2727"
"7846","8903","105","A2767292","1","2727"
"7847","8903","103","","1","2727"
"7848","8903","104","A2767291","1","2727"
"7849","3178","105","A2766574","1","2727"
"7850","3178","103","","1","2727"
"7851","3178","104","A2766573","1","2727"
"7852","3191","105","A2767150","1","2727"
"7853","3191","103","","1","2727"
"7854","3191","104","A2767149","1","2727"
"7855","3213","105","A2767194","1","2727"
"7856","3213","103","","1","2727"
"7857","3213","104","A2767193","1","2727"
"7858","3188","105","A2767144","1","2727"
"7859","3188","103","","1","2727"
"7860","3188","104","A2767143","1","2727"
"7861","3187","105","A2767142","1","2727"
"7862","3187","103","","1","2727"
"7863","3187","104","A2767141","1","2727"
"7864","3186","105","A2767140","1","2727"
"7865","3186","103","","1","2727"
"7866","3186","104","A2767139","1","2727"
"7867","3185","105","A2767137","1","2727"
"7868","3185","103","","1","2727"
"7869","3185","104","A2767138","1","2727"
"7870","3194","105","A2767156","1","2727"
"7871","3194","103","","1","2727"
"7872","3194","104","A2767155","1","2727"
"7873","3214","105","A2767196","1","2727"
"7874","3214","103","","1","2727"
"7875","3214","104","A2767195","1","2727"
"8434","7304","105","A2766512","1","2730"
"8435","7304","103","","1","2730"
"8436","7304","104","A2766511","1","2730"
"7879","3225","105","A2767216","1","2727"
"7880","3225","103","","1","2727"
"7881","3225","104","A2767215","1","2727"
"7882","3235","105","A2767236","1","2727"
"7883","3235","103","","1","2727"
"7884","3235","104","A2767235","1","2727"
"7885","3234","105","A2767234","1","2727"
"7886","3234","103","","1","2727"
"7887","3234","104","A2767233","1","2727"
"7888","3233","105","A2767232","1","2727"
"7889","3233","103","","1","2727"
"7890","3233","104","A2767231","1","2727"
"7891","3237","105","A2767240","1","2727"
"7892","3237","103","","1","2727"
"7893","3237","104","A2767239","1","2727"
"7894","3228","105","A2767222","1","2727"
"7895","3228","103","","1","2727"
"7896","3228","104","A2767221","1","2727"
"7897","3229","105","A2767224","1","2727"
"7898","3229","103","","1","2727"
"7899","3229","104","A2767223","1","2727"
"7900","3230","105","A2767226","1","2727"
"7901","3230","103","","1","2727"
"7902","3230","104","A2767225","1","2727"
"7903","3231","105","A2767228","1","2727"
"7904","3231","103","","1","2727"
"7905","3231","104","A2767227","1","2727"
"7906","3184","105","A2767136","1","2727"
"7907","3184","103","","1","2727"
"7908","3184","104","A2767135","1","2727"
"7909","3192","105","A2767152","1","2727"
"7910","3192","103","","1","2727"
"7911","3192","104","A2767151","1","2727"
"7912","3190","105","A2767148","1","2727"
"7913","3190","103","","1","2727"
"7914","3190","104","A2767147","1","2727"
"7915","3236","105","A2767238","1","2727"
"7916","3236","103","","1","2727"
"7917","3236","104","A2767237","1","2727"
"7918","3226","105","A2767526","1","2727"
"7919","3226","103","","1","2727"
"7920","3226","104","A2767525","1","2727"
"7921","3216","105","A2767200","1","2727"
"7922","3216","103","","1","2727"
"7923","3216","104","A2767199","1","2727"
"7924","3195","105","A2767158","1","2727"
"7925","3195","103","","1","2727"
"7926","3195","104","A2767157","1","2727"
"7927","3227","105","A2767220","1","2727"
"7928","3227","103","","1","2727"
"7929","3227","104","A2767219","1","2727"
"7930","3212","105","A2767192","1","2727"
"7931","3212","103","","1","2727"
"7932","3212","104","A2767191","1","2727"
"7933","3238","105","A2767242","1","2727"
"7934","3238","103","","1","2727"
"7935","3238","104","A2767241","1","2727"
"7936","3221","105","A2767210","1","2727"
"7937","3221","103","","1","2727"
"7938","3221","104","A2767209","1","2727"
"7939","3182","105","A2767132","1","2727"
"7940","3182","103","","1","2727"
"7941","3182","104","A2767131","1","2727"
"7942","3183","105","A2767134","1","2727"
"7943","3183","103","","1","2727"
"7944","3183","104","A2767133","1","2727"
"7945","3179","105","A2766576","1","2727"
"7946","3179","103","","1","2727"
"7947","3179","104","A2766575","1","2727"
"7948","8829","105","A2767436","1","2727"
"7949","8829","103","","1","2727"
"7950","8829","104","A2767435","1","2727"
"7951","3189","105","A2767146","1","2727"
"7952","3189","103","","1","2727"
"7953","3189","104","A2767145","1","2727"
"7954","3193","105","A2767154","1","2727"
"7955","3193","103","","1","2727"
"7956","3193","104","A2767153","1","2727"
"7957","3223","105","A2767212","1","2727"
"7958","3223","103","","1","2727"
"7959","3223","104","A2767211","1","2727"
"7960","3224","105","A2767214","1","2727"
"7961","3224","103","","1","2727"
"7962","3224","104","A2767213","1","2727"
"7963","3232","105","A2767230","1","2727"
"7964","3232","103","","1","2727"
"7965","3232","104","A2767229","1","2727"
"8437","7303","105","A2766514","1","2730"
"8438","7303","103","","1","2730"
"8439","7303","104","A2766513","1","2730"
"7969","8848","105","A2767426","1","2727"
"7970","8848","103","","1","2727"
"7971","8848","104","A2767425","1","2727"
"7972","8846","105","A2767422","1","2727"
"7973","8846","103","","1","2727"
"7974","8846","104","A2767421","1","2727"
"7975","8847","105","A2767424","1","2727"
"7976","8847","103","","1","2727"
"7977","8847","104","A2767423","1","2727"
"7978","8845","105","A2767420","1","2727"
"7979","8845","103","","1","2727"
"7980","8845","104","A2767419","1","2727"
"7981","8844","105","A2767418","1","2727"
"7982","8844","103","","1","2727"
"7983","8844","104","A2767417","1","2727"
"7984","8843","105","A2767416","1","2727"
"7985","8843","103","","1","2727"
"7986","8843","104","A2767415","1","2727"
"7987","8840","105","A2767414","1","2727"
"7988","8840","103","","1","2727"
"7989","8840","104","A2767413","1","2727"
"7990","8839","105","A2767412","1","2727"
"7991","8839","103","","1","2727"
"7992","8839","104","A2767411","1","2727"
"7993","8838","105","A2767410","1","2727"
"7994","8838","103","","1","2727"
"7995","8838","104","A2767409","1","2727"
"7996","8837","105","A2767408","1","2727"
"7997","8837","103","","1","2727"
"7998","8837","104","A2767407","1","2727"
"7999","8803","105","A2767488","1","2727"
"8000","8803","103","","1","2727"
"8001","8803","104","A2767487","1","2727"
"8002","8802","105","A2767490","1","2727"
"8003","8802","103","","1","2727"
"8004","8802","104","A2767489","1","2727"
"8005","8801","105","A2767492","1","2727"
"8006","8801","103","","1","2727"
"8007","8801","104","A2767491","1","2727"
"8008","8800","105","A2767494","1","2727"
"8009","8800","103","","1","2727"
"8010","8800","104","A2767493","1","2727"
"8011","8798","105","A2767496","1","2727"
"8012","8798","103","","1","2727"
"8013","8798","104","A2767495","1","2727"
"8014","8796","105","A2767498","1","2727"
"8015","8796","103","","1","2727"
"8016","8796","104","A2767497","1","2727"
"8017","8795","105","A2767500","1","2727"
"8018","8795","103","","1","2727"
"8019","8795","104","A2767499","1","2727"
"8020","8794","105","A2767502","1","2727"
"8021","8794","103","","1","2727"
"8022","8794","104","A2767501","1","2727"
"8023","8793","105","A2767504","1","2727"
"8024","8793","103","","1","2727"
"8025","8793","104","A2767503","1","2727"
"8026","8792","105","A2767506","1","2727"
"8027","8792","103","","1","2727"
"8028","8792","104","A2767505","1","2727"
"8029","8797","105","A2767508","1","2727"
"8030","8797","103","","1","2727"
"8031","8797","104","A2767507","1","2727"
"8032","8799","105","A2767520","1","2727"
"8033","8799","103","","1","2727"
"8034","8799","104","A2767519","1","2727"
"12245","3004","105","A2766806","1","2971"
"12246","3004","103","","1","2971"
"8494","10220","127","A2769007","1","2734"
"8038","8849","105","A2767428","1","2727"
"8039","8849","103","","1","2727"
"8040","8849","104","A2767427","1","2727"
"8041","8850","105","A2767430","1","2727"
"8042","8850","103","","1","2727"
"8043","8850","104","A2767429","1","2727"
"8044","8877","105","A2767432","1","2727"
"8045","8877","103","","1","2727"
"8046","8877","104","A2767431","1","2727"
"8047","3207","105","A2767182","1","2727"
"8048","3207","103","","1","2727"
"8049","3207","104","A2767181","1","2727"
"8050","3206","105","A2767180","1","2727"
"8051","3206","103","","1","2727"
"8052","3206","104","A2767179","1","2727"
"8053","3205","105","A2767178","1","2727"
"8054","3205","103","","1","2727"
"8055","3205","104","A2767177","1","2727"
"8056","3204","105","A2767176","1","2727"
"8057","3204","103","","1","2727"
"8058","3204","104","A2767175","1","2727"
"8059","3203","105","A2767174","1","2727"
"8060","3203","103","","1","2727"
"8061","3203","104","A2767173","1","2727"
"8062","3202","105","A2767172","1","2727"
"8063","3202","103","","1","2727"
"8064","3202","104","A2767171","1","2727"
"8065","3201","105","A2767170","1","2727"
"8066","3201","103","","1","2727"
"8067","3201","104","A2767169","1","2727"
"8068","3200","105","A2767168","1","2727"
"8069","3200","103","","1","2727"
